txn_id,account_id,txn_date,txn_type,amount,channel
T003666,A00732,1/30/2025,Credit,198414.14,UPI
T003667,A00157,12/3/2024,Debit,145010,ATM
T003668,A00684,6/10/2025,Credit,300954.47,IMPS
T003669,A00243,3/24/2024,Credit,30697.15,Branch
T003670,A00739,7/22/2025,Credit,419949.65,IMPS
T003671,A00174,12/2/2023,Credit,89652.83,UPI
T003672,A00089,10/19/2024,Debit,267367.18,NEFT
T003673,A00310,12/18/2023,Credit,126406.07,ATM
T003674,A00365,7/5/2025,Credit,260089.72,Branch
T003675,A00878,10/2/2023,Credit,385109.2,IMPS
T003676,A01087,2/8/2025,Debit,372.33,ATM
T003677,A00686,12/10/2023,Credit,438642.19,ATM
T003678,A00372,8/31/2025,Debit,286609.88,ATM
T003679,A00871,6/4/2025,Debit,95057.95,IMPS
T003680,A00308,5/9/2025,Credit,332896.12,IMPS
T003681,A00618,12/2/2023,Debit,20670.39,Branch
T003682,A00588,2/22/2025,Credit,241285.56,Branch
T003683,A00714,11/7/2023,Debit,333411.97,ATM
T003684,A00213,1/27/2024,Debit,270474.47,NEFT
T003685,A00556,3/8/2025,Credit,118556.9,ATM
T003686,A01023,6/24/2024,Credit,297542.7,IMPS
T003687,A00756,8/1/2025,Credit,236916.04,UPI
T003688,A00544,5/30/2024,Credit,416720.44,Branch
T003689,A00157,11/1/2024,Debit,371782.06,UPI
T003690,A00005,5/4/2024,Credit,53082.56,ATM
T003691,A00305,5/31/2024,Debit,173881.73,IMPS
T003692,A00301,4/19/2025,Credit,492125.57,IMPS
T003693,A00656,8/1/2024,Credit,118357.54,UPI
T003694,A00303,7/1/2025,Debit,74773.72,UPI
T003695,A00800,4/14/2025,Debit,480069.66,Branch
T003696,A00915,2/16/2025,Debit,394172.56,ATM
T003697,A00980,2/12/2024,Credit,457607.77,ATM
T003698,A00138,9/22/2023,Debit,23716.92,NEFT
T003699,A00232,8/27/2024,Credit,106505.75,UPI
T003700,A01184,10/26/2023,Credit,339860.56,UPI
T003701,A00876,7/13/2025,Credit,360129.9,UPI
T003702,A00571,9/7/2025,Credit,379910.17,UPI
T003703,A00297,9/1/2025,Debit,201708.2,Branch
T003704,A00186,11/7/2023,Credit,296127.72,UPI
T003705,A00662,7/6/2025,Credit,434732.44,UPI
T003706,A00262,12/17/2024,Credit,298260.47,UPI
T003707,A00373,12/12/2024,Credit,322560.15,Branch
T003708,A00789,1/31/2025,Debit,8741.97,UPI
T003709,A00723,4/21/2025,Credit,484123.65,NEFT
T003710,A00654,12/24/2023,Credit,178782.45,ATM
T003711,A01013,10/2/2024,Credit,146462.64,Branch
T003712,A00869,3/30/2024,Debit,279023.28,NEFT
T003713,A00986,1/12/2024,Credit,383650.33,IMPS
T003714,A00848,11/5/2023,Credit,95871.79,NEFT
T003715,A00683,9/2/2024,Credit,219193.63,UPI
T003716,A00284,10/26/2024,Credit,270727.02,Branch
T003717,A00504,12/8/2024,Debit,422350.9,UPI
T003718,A00785,12/31/2024,Debit,495264.66,NEFT
T003719,A00858,1/3/2024,Debit,216053.4,Branch
T003720,A01126,10/25/2023,Debit,284784.16,Branch
T003721,A01019,4/9/2024,Debit,251376.54,Branch
T003722,A01104,2/22/2025,Credit,239978.2,NEFT
T003723,A01094,5/2/2025,Credit,360534.59,ATM
T003724,A01009,7/12/2024,Debit,9850.89,ATM
T003725,A01091,8/27/2024,Debit,59245.75,NEFT
T003726,A01099,9/29/2024,Debit,236104.83,ATM
T003727,A00472,1/13/2024,Debit,207281.25,ATM
T003728,A00788,2/2/2025,Debit,321405.25,Branch
T003729,A00172,2/3/2024,Debit,17556.24,NEFT
T003730,A01190,1/15/2025,Credit,56587.99,IMPS
T003731,A00864,7/9/2024,Debit,375085.1,Branch
T003732,A01080,6/20/2024,Credit,213920.62,ATM
T003733,A01184,6/27/2024,Credit,444288.94,UPI
T003734,A00450,11/19/2024,Debit,61525.33,NEFT
T003735,A00179,9/12/2024,Credit,115540.01,ATM
T003736,A00482,1/9/2025,Debit,459475.1,ATM
T003737,A00741,5/17/2025,Credit,151577.75,UPI
T003738,A00006,10/31/2023,Credit,484467.58,NEFT
T003739,A00417,12/17/2023,Debit,65850.2,ATM
T003740,A00036,9/24/2024,Debit,297693.47,NEFT
T003741,A00743,4/17/2024,Credit,21728.6,UPI
T003742,A01144,3/11/2025,Credit,242025.59,NEFT
T003743,A00971,2/10/2025,Debit,332666.05,IMPS
T003744,A00274,12/22/2023,Debit,477350.6,UPI
T003745,A00226,4/10/2025,Debit,279357.18,UPI
T003746,A00123,3/14/2024,Debit,464569.9,Branch
T003747,A00716,10/1/2024,Debit,409268.25,Branch
T003748,A00740,12/1/2023,Debit,187175.2,UPI
T003749,A00286,1/5/2025,Credit,150511.65,ATM
T003750,A00604,12/22/2023,Credit,19405.82,IMPS
T003751,A00943,11/29/2024,Credit,70967.51,NEFT
T003752,A00296,4/1/2024,Debit,389081.57,ATM
T003753,A01130,12/10/2023,Debit,58502.89,NEFT
T003754,A00863,6/14/2025,Debit,455089.58,IMPS
T003755,A00497,12/1/2023,Debit,305679.79,Branch
T003756,A00432,8/12/2024,Debit,218150.36,ATM
T003757,A00460,9/19/2023,Debit,238895.63,Branch
T003758,A00115,3/28/2024,Debit,157781.65,IMPS
T003759,A00283,10/9/2024,Credit,212792.56,Branch
T003760,A00241,11/23/2024,Debit,89212.39,UPI
T003761,A00294,12/10/2024,Debit,469476.46,ATM
T003762,A00774,4/8/2024,Credit,90481.94,UPI
T003763,A00054,4/15/2025,Credit,304533.31,Branch
T003764,A00870,12/16/2024,Debit,165959.43,ATM
T003765,A00762,1/23/2025,Debit,107805.88,ATM
T003766,A00111,3/27/2025,Debit,317637.62,ATM
T003767,A00218,2/28/2024,Debit,329987.27,NEFT
T003768,A01192,2/6/2024,Debit,219844.46,ATM
T003769,A00152,6/7/2025,Credit,14796.84,Branch
T003770,A00977,7/1/2024,Debit,249502.08,NEFT
T003771,A00324,7/21/2025,Credit,240252.12,NEFT
T003772,A00062,12/14/2024,Debit,194459.94,UPI
T003773,A00301,5/14/2025,Debit,270637.81,NEFT
T003774,A00749,9/10/2025,Credit,342398.68,ATM
T003775,A00290,2/6/2024,Debit,162907.58,Branch
T003776,A00162,11/21/2023,Debit,298684.13,NEFT
T003777,A00502,5/12/2024,Debit,300431.06,UPI
T003778,A00158,1/30/2025,Credit,163196.17,Branch
T003779,A00026,4/26/2025,Debit,48284.81,ATM
T003780,A01166,8/3/2025,Debit,412062.33,NEFT
T003781,A00853,8/27/2025,Debit,115956.95,NEFT
T003782,A00307,4/22/2025,Credit,112689.56,IMPS
T003783,A00374,5/7/2025,Credit,3152.71,Branch
T003784,A00963,7/16/2024,Credit,415235.31,IMPS
T003785,A00287,5/22/2024,Debit,484727.63,IMPS
T003786,A01081,11/15/2023,Credit,143806.18,NEFT
T003787,A00614,1/30/2024,Debit,364354.21,UPI
T003788,A00963,8/4/2025,Debit,109158.86,Branch
T003789,A00843,8/2/2025,Debit,83195.45,ATM
T003790,A00691,9/5/2025,Debit,414466.85,UPI
T003791,A00910,6/9/2025,Debit,449745.46,ATM
T003792,A00028,6/9/2024,Debit,28272.67,Branch
T003793,A00588,3/26/2024,Credit,370537.06,Branch
T003794,A00228,6/24/2024,Debit,197253.79,Branch
T003795,A00320,11/7/2023,Debit,329240.18,UPI
T003796,A00123,3/1/2024,Credit,473257.78,ATM
T003797,A00066,5/4/2025,Credit,465266.09,IMPS
T003798,A00356,7/18/2024,Credit,34087.93,UPI
T003799,A01031,8/1/2025,Credit,358593.86,NEFT
T003800,A00329,11/11/2024,Credit,236203.48,IMPS
T003801,A00023,9/12/2024,Credit,461575.54,Branch
T003802,A00812,9/12/2025,Credit,320082.24,ATM
T003803,A00868,11/1/2023,Credit,316690.33,UPI
T003804,A00931,4/10/2025,Credit,231710.88,IMPS
T003805,A01135,11/10/2023,Credit,78610.76,Branch
T003806,A00529,6/20/2024,Debit,386223.21,Branch
T003807,A01172,9/30/2023,Credit,268082.25,ATM
T003808,A01028,1/25/2024,Debit,272834.35,UPI
T003809,A00627,7/24/2024,Debit,123265.75,ATM
T003810,A00466,11/5/2024,Debit,173317.87,UPI
T003811,A00868,4/21/2025,Debit,160560.41,Branch
T003812,A00322,10/5/2024,Credit,337585.87,IMPS
T003813,A00557,3/9/2025,Credit,277116.51,NEFT
T003814,A00189,6/27/2025,Debit,85567.5,UPI
T003815,A01069,7/7/2025,Credit,292269.52,IMPS
T003816,A00774,2/22/2024,Credit,152706.39,Branch
T003817,A00257,6/24/2024,Credit,340665.8,Branch
T003818,A00434,8/4/2024,Credit,173203.04,ATM
T003819,A00821,5/25/2024,Credit,356430.05,NEFT
T003820,A00115,5/11/2024,Debit,156382.64,NEFT
T003821,A00449,9/28/2023,Credit,203099.5,Branch
T003822,A00804,11/22/2024,Credit,488751.43,NEFT
T003823,A00377,8/27/2024,Debit,163913.1,NEFT
T003824,A01146,12/28/2023,Debit,184184.87,IMPS
T003825,A00159,6/1/2024,Debit,42108.29,NEFT
T003826,A00960,4/7/2024,Credit,33373.4,Branch
T003827,A00978,7/24/2024,Debit,168060.52,Branch
T003828,A00642,9/1/2024,Credit,26207.5,NEFT
T003829,A00830,6/15/2025,Debit,425854.57,ATM
T003830,A00780,9/24/2023,Credit,23677.09,Branch
T003831,A00338,6/2/2024,Credit,154326.06,NEFT
T003832,A00112,7/23/2025,Debit,46463.8,UPI
T003833,A00761,7/11/2025,Debit,224173.6,Branch
T003834,A00869,1/7/2024,Debit,153697.43,ATM
T003835,A00399,3/2/2025,Debit,235860.8,IMPS
T003836,A00553,5/5/2024,Credit,382366.42,Branch
T003837,A00223,10/25/2024,Credit,319350.42,IMPS
T003838,A00214,2/24/2024,Credit,178375.34,Branch
T003839,A00160,5/26/2024,Credit,70658.92,ATM
T003840,A00743,6/10/2024,Credit,219236.37,NEFT
T003841,A00688,8/11/2025,Credit,264509.31,NEFT
T003842,A00058,11/21/2023,Credit,371700.62,UPI
T003843,A00491,4/11/2024,Debit,366151.11,Branch
T003844,A00578,2/9/2025,Credit,56156.28,Branch
T003845,A00334,9/7/2025,Debit,394756.41,Branch
T003846,A01110,12/30/2023,Credit,230675.93,IMPS
T003847,A00219,9/12/2024,Debit,178267.92,ATM
T003848,A00134,3/28/2024,Debit,150210.1,IMPS
T003849,A00434,3/11/2025,Debit,402908.25,ATM
T003850,A00023,12/31/2024,Debit,285580.93,ATM
T003851,A00634,5/27/2024,Credit,99799.45,IMPS
T003852,A00385,3/4/2024,Credit,144763.54,NEFT
T003853,A01130,6/27/2024,Debit,450660.88,IMPS
T003854,A00414,1/7/2024,Credit,101666.95,IMPS
T003855,A00067,8/5/2025,Credit,166751.68,UPI
T003856,A00493,11/13/2024,Credit,244216.36,UPI
T003857,A00552,2/9/2024,Credit,267204.37,IMPS
T003858,A00175,9/21/2023,Debit,111200.54,NEFT
T003859,A01168,10/2/2024,Credit,62493.4,NEFT
T003860,A01157,11/2/2023,Credit,108964.84,IMPS
T003861,A00092,7/20/2024,Credit,41664.63,ATM
T003862,A01155,11/16/2023,Debit,393778.9,ATM
T003863,A00991,10/29/2023,Credit,344221.58,IMPS
T003864,A00094,5/21/2024,Debit,119899,NEFT
T003865,A00099,1/17/2024,Credit,322190.44,UPI
T003866,A00645,7/2/2025,Credit,459230.24,IMPS
T003867,A00191,6/25/2024,Debit,490203.48,IMPS
T003868,A00633,12/8/2023,Credit,213619.3,ATM
T003869,A00018,10/7/2024,Debit,18813.54,UPI
T003870,A00731,12/8/2024,Debit,237269.69,IMPS
T003871,A00579,11/8/2024,Debit,267520.45,Branch
T003872,A00816,4/17/2024,Debit,87623.78,ATM
T003873,A01025,2/21/2025,Credit,456812.98,NEFT
T003874,A00400,2/11/2024,Debit,34251.86,Branch
T003875,A00645,2/20/2024,Debit,397222.5,Branch
T003876,A00801,3/2/2025,Debit,240011.52,ATM
T003877,A00729,12/28/2023,Credit,237661.4,UPI
T003878,A00266,11/2/2023,Debit,4920.37,NEFT
T003879,A00200,9/21/2024,Credit,413622.24,UPI
T003880,A00679,12/1/2024,Credit,217453.99,ATM
T003881,A00835,12/3/2023,Credit,158053.25,Branch
T003882,A01032,8/22/2024,Credit,31391.18,NEFT
T003883,A00207,1/10/2025,Credit,90851.48,UPI
T003884,A01029,3/19/2025,Credit,222640.65,IMPS
T003885,A00308,11/23/2024,Credit,152934.21,IMPS
T003886,A00049,12/6/2023,Credit,163424.69,Branch
T003887,A00783,10/26/2024,Debit,330480.83,Branch
T003888,A00977,11/24/2024,Debit,463298.43,UPI
T003889,A00077,8/30/2025,Credit,364496.38,Branch
T003890,A00595,3/4/2025,Credit,241367.2,IMPS
T003891,A00331,7/3/2025,Credit,402907.92,NEFT
T003892,A00311,6/8/2025,Debit,255977.75,NEFT
T003893,A00949,1/7/2025,Debit,50853.43,NEFT
T003894,A00162,4/15/2025,Debit,282306.08,IMPS
T003895,A00192,6/14/2024,Credit,53779.23,IMPS
T003896,A00475,8/24/2024,Credit,212485.41,UPI
T003897,A00442,3/30/2025,Credit,239235.25,NEFT
T003898,A00289,3/2/2025,Credit,146339.43,ATM
T003899,A00330,4/15/2024,Debit,434691.33,Branch
T003900,A01028,7/31/2024,Debit,248332.36,NEFT
T003901,A01058,3/30/2025,Debit,367636.81,UPI
T003902,A01072,1/7/2024,Debit,221402.27,UPI
T003903,A00700,7/18/2024,Credit,189512.06,UPI
T003904,A00917,3/10/2024,Credit,81376.38,NEFT
T003905,A00269,9/22/2023,Credit,404555.18,UPI
T003906,A00695,12/9/2023,Debit,294466.28,UPI
T003907,A00596,6/27/2024,Debit,32745.67,NEFT
T003908,A00738,12/11/2023,Debit,155264.78,Branch
T003909,A00883,11/21/2023,Credit,105029.08,ATM
T003910,A00082,3/8/2024,Debit,198087.28,ATM
T003911,A00794,5/9/2025,Debit,293871.62,NEFT
T003912,A00490,9/6/2024,Debit,287838.32,ATM
T003913,A00428,12/28/2024,Credit,444340.54,IMPS
T003914,A00154,10/16/2024,Debit,314589.58,UPI
T003915,A00313,2/26/2024,Credit,215062.81,NEFT
T003916,A01162,2/23/2025,Debit,485837.23,ATM
T003917,A01019,6/24/2025,Credit,170793.38,NEFT
T003918,A00200,6/5/2025,Credit,304834.73,NEFT
T003919,A00031,2/3/2025,Debit,287600.27,UPI
T003920,A00293,6/15/2025,Debit,395169.28,IMPS
T003921,A00634,12/14/2023,Debit,344777.92,Branch
T003922,A01121,3/3/2025,Debit,56171.55,ATM
T003923,A00179,12/9/2023,Debit,266179.76,NEFT
T003924,A01022,10/18/2024,Credit,277096.38,Branch
T003925,A00193,5/29/2025,Credit,239897.31,NEFT
T003926,A00932,3/9/2024,Debit,288761.98,NEFT
T003927,A00643,7/16/2024,Debit,265692.73,IMPS
T003928,A00348,9/9/2025,Credit,117052.88,NEFT
T003929,A00606,12/5/2023,Debit,465568.75,Branch
T003930,A00331,9/20/2024,Credit,354464.23,ATM
T003931,A00140,5/24/2025,Debit,81946.54,IMPS
T003932,A00574,6/12/2025,Debit,352165.44,UPI
T003933,A01181,12/31/2023,Credit,270197.26,IMPS
T003934,A00745,3/23/2025,Credit,204858.42,Branch
T003935,A00724,4/10/2025,Credit,261081.4,IMPS
T003936,A00183,3/20/2024,Credit,452310.59,ATM
T003937,A00146,12/12/2023,Credit,85183.57,UPI
T003938,A00367,8/6/2024,Credit,147475.04,NEFT
T003939,A00944,1/23/2024,Credit,138539.98,UPI
T003940,A00529,7/21/2025,Debit,468947.72,NEFT
T003941,A00970,9/26/2023,Credit,388261.85,IMPS
T003942,A00525,5/25/2024,Debit,148840.65,ATM
T003943,A00906,3/21/2024,Debit,375566.18,UPI
T003944,A00288,12/25/2024,Debit,450481.91,UPI
T003945,A00254,3/6/2025,Credit,335028.97,UPI
T003946,A01165,3/15/2024,Credit,362126.15,UPI
T003947,A01000,2/23/2025,Credit,291461.18,Branch
T003948,A00082,5/26/2025,Credit,219076.41,NEFT
T003949,A00745,2/27/2024,Credit,280563.9,Branch
T003950,A00588,5/24/2025,Credit,438433.17,NEFT
T003951,A00822,7/14/2024,Credit,411960.22,NEFT
T003952,A00838,4/18/2024,Debit,444927.49,UPI
T003953,A00265,1/26/2025,Credit,164363.85,UPI
T003954,A00903,1/30/2025,Credit,355018.38,ATM
T003955,A00752,4/1/2025,Debit,174329.89,NEFT
T003956,A01050,5/24/2024,Debit,259997.65,Branch
T003957,A00643,9/10/2024,Debit,472729.38,UPI
T003958,A00766,2/24/2024,Debit,370974.44,Branch
T003959,A00171,11/21/2024,Debit,421309.25,IMPS
T003960,A00847,7/30/2024,Credit,25765.93,UPI
T003961,A01037,3/12/2025,Debit,71815.27,ATM
T003962,A00922,11/17/2024,Debit,220609.58,NEFT
T003963,A00539,6/26/2025,Credit,291945.11,ATM
T003964,A00088,8/16/2024,Credit,365590.93,UPI
T003965,A00117,5/9/2025,Credit,304640.43,Branch
T003966,A00502,10/12/2023,Credit,448607.29,IMPS
T003967,A01149,12/3/2024,Credit,422879.6,IMPS
T003968,A00017,11/27/2024,Credit,419311.96,UPI
T003969,A00317,10/14/2023,Debit,410018.84,Branch
T003970,A00216,11/8/2024,Debit,149689.94,Branch
T003971,A00596,1/14/2025,Debit,270269.91,ATM
T003972,A00770,8/9/2025,Credit,319684.95,IMPS
T003973,A00325,4/30/2025,Debit,453661.23,UPI
T003974,A01168,12/1/2023,Credit,225981.42,ATM
T003975,A00818,12/28/2023,Debit,41066.45,IMPS
T003976,A00150,7/4/2024,Credit,7292.92,NEFT
T003977,A00457,7/20/2024,Credit,164150.28,UPI
T003978,A00796,6/11/2025,Credit,290341.69,Branch
T003979,A00947,6/23/2025,Debit,149694.43,UPI
T003980,A00192,7/11/2025,Credit,482746.58,UPI
T003981,A00715,1/8/2025,Credit,462727.72,ATM
T003982,A00955,3/27/2025,Debit,405461.5,NEFT
T003983,A00960,4/18/2025,Credit,394974.79,ATM
T003984,A01096,11/25/2023,Credit,397423.04,IMPS
T003985,A00953,3/1/2025,Debit,103134.73,IMPS
T003986,A00224,3/31/2025,Credit,248220.24,Branch
T003987,A00176,6/21/2025,Debit,436936.93,UPI
T003988,A00370,10/7/2023,Credit,261583.84,ATM
T003989,A00222,4/17/2025,Credit,195670.18,NEFT
T003990,A00813,10/22/2024,Credit,261732.7,UPI
T003991,A00888,2/5/2025,Debit,41591.79,Branch
T003992,A00409,9/15/2025,Credit,363087.11,UPI
T003993,A00823,8/31/2024,Credit,319133.84,IMPS
T003994,A00674,11/18/2024,Debit,105039.03,IMPS
T003995,A00133,8/29/2025,Credit,251438.47,Branch
T003996,A00650,6/14/2025,Debit,376017.55,UPI
T003997,A00702,11/12/2024,Debit,424475.75,IMPS
T003998,A00996,9/6/2024,Credit,57127.06,ATM
T003999,A00436,4/6/2024,Debit,41049.82,IMPS
T004000,A00976,5/26/2025,Credit,122956.27,UPI
T004001,A00235,8/14/2025,Credit,493037.14,UPI
T004002,A00571,11/3/2024,Debit,245892.89,NEFT
T004003,A00931,11/7/2023,Debit,269431.42,ATM
T004004,A00079,3/25/2024,Debit,137623.61,UPI
T004005,A01117,5/19/2025,Debit,458226.15,ATM
T004006,A00319,10/25/2024,Debit,288261.23,UPI
T004007,A00963,5/13/2024,Debit,443765.23,Branch
T004008,A00299,12/18/2024,Credit,11429.69,UPI
T004009,A00438,7/23/2024,Credit,397483.92,Branch
T004010,A00656,2/8/2025,Debit,328379.92,ATM
T004011,A01164,3/29/2024,Debit,433246.52,NEFT
T004012,A00065,1/22/2025,Debit,421870.65,Branch
T004013,A00779,11/29/2024,Debit,286472.04,NEFT
T004014,A00128,6/27/2025,Credit,422976.99,ATM
T004015,A00741,2/13/2024,Debit,416713.92,UPI
T004016,A00881,3/15/2025,Debit,222702.92,UPI
T004017,A00970,11/5/2023,Debit,288588.39,ATM
T004018,A00438,9/9/2024,Credit,185266.22,IMPS
T004019,A00111,2/11/2024,Credit,73988.7,ATM
T004020,A00434,2/14/2025,Credit,430735.39,Branch
T004021,A00047,2/5/2025,Debit,462313.37,ATM
T004022,A00867,4/26/2024,Debit,292642.04,ATM
T004023,A00553,3/9/2024,Debit,110583.48,Branch
T004024,A00517,10/2/2024,Credit,394680.39,UPI
T004025,A00361,4/3/2025,Credit,44806.19,UPI
T004026,A00172,5/24/2024,Debit,414546.55,UPI
T004027,A00291,7/8/2024,Debit,156609.18,NEFT
T004028,A00142,9/4/2024,Debit,252345.82,Branch
T004029,A00561,1/22/2024,Debit,375453.9,UPI
T004030,A00830,6/10/2024,Debit,377296.63,IMPS
T004031,A00168,10/13/2024,Debit,232393.26,Branch
T004032,A00611,1/20/2024,Debit,374526.23,IMPS
T004033,A00925,11/16/2024,Credit,384424.22,ATM
T004034,A00860,4/19/2024,Credit,334501.08,Branch
T004035,A01075,4/21/2024,Debit,97659.92,ATM
T004036,A00439,6/24/2025,Credit,336699.94,ATM
T004037,A00532,6/1/2024,Credit,10085.6,ATM
T004038,A00377,5/19/2024,Debit,372232.16,ATM
T004039,A00111,3/7/2024,Credit,61018.08,UPI
T004040,A00190,4/7/2024,Debit,120641.45,Branch
T004041,A00878,6/21/2024,Debit,292288.06,NEFT
T004042,A00701,9/23/2024,Credit,5316.57,IMPS
T004043,A00609,1/2/2025,Credit,479267.12,ATM
T004044,A00337,6/22/2024,Debit,266365.87,IMPS
T004045,A00407,12/2/2024,Debit,426430.36,UPI
T004046,A00716,6/7/2024,Credit,492380.96,UPI
T004047,A00859,5/8/2025,Debit,153756.15,NEFT
T004048,A00987,1/24/2025,Credit,323194.52,IMPS
T004049,A00974,8/3/2024,Debit,157643.04,NEFT
T004050,A01097,10/19/2023,Credit,60719.16,IMPS
T004051,A00330,5/8/2024,Credit,361781.12,ATM
T004052,A00895,4/9/2024,Debit,21227.04,Branch
T004053,A00727,4/17/2025,Credit,29629.5,NEFT
T004054,A01169,5/15/2025,Credit,265606.28,NEFT
T004055,A00797,9/18/2024,Credit,413193.26,Branch
T004056,A00021,11/2/2024,Credit,398820.79,NEFT
T004057,A01149,7/3/2025,Credit,427807.07,ATM
T004058,A00407,11/2/2023,Credit,358617.71,IMPS
T004059,A00160,3/9/2024,Credit,21453.98,Branch
T004060,A01185,5/7/2024,Debit,163937.36,Branch
T004061,A00297,8/3/2025,Credit,439671.87,UPI
T004062,A00664,5/30/2025,Credit,149738.5,UPI
T004063,A00649,3/1/2024,Debit,357345.36,ATM
T004064,A00030,12/15/2023,Debit,103371.38,NEFT
T004065,A00309,8/1/2024,Credit,34932.43,NEFT
T004066,A00940,1/21/2024,Debit,171691.19,UPI
T004067,A00303,6/23/2025,Debit,348610.28,UPI
T004068,A01023,7/25/2025,Debit,393530.2,UPI
T004069,A00649,11/2/2023,Debit,248145.06,ATM
T004070,A00233,12/23/2024,Debit,189619.41,IMPS
T004071,A00833,6/28/2025,Debit,201088.29,IMPS
T004072,A00539,3/19/2024,Debit,457514.8,IMPS
T004073,A01067,6/23/2025,Debit,39525.06,Branch
T004074,A00008,1/7/2025,Credit,345134.54,ATM
T004075,A00923,11/2/2024,Debit,254877.53,NEFT
T004076,A00258,6/5/2025,Debit,299831.97,NEFT
T004077,A00921,6/30/2025,Debit,284218.13,IMPS
T004078,A01185,10/26/2023,Credit,104572,NEFT
T004079,A00200,11/3/2024,Credit,121073.05,IMPS
T004080,A00075,4/29/2024,Credit,309379.11,NEFT
T004081,A00448,8/12/2024,Debit,352186.82,UPI
T004082,A00385,6/25/2025,Credit,313353,IMPS
T004083,A00861,3/10/2025,Credit,272321.88,ATM
T004084,A01119,9/16/2024,Credit,487716.33,ATM
T004085,A00341,10/2/2023,Debit,488288.44,Branch
T004086,A00774,12/8/2023,Credit,420792.92,NEFT
T004087,A00443,10/25/2024,Debit,215157.88,NEFT
T004088,A00713,10/13/2023,Credit,183422.35,UPI
T004089,A00430,5/31/2025,Debit,477817.63,Branch
T004090,A00392,8/31/2024,Credit,225236.34,ATM
T004091,A01182,6/12/2025,Debit,123230.5,ATM
T004092,A00030,5/4/2024,Credit,325365.7,IMPS
T004093,A00759,9/8/2024,Debit,430401.01,IMPS
T004094,A00746,12/22/2024,Credit,410223.64,IMPS
T004095,A00034,5/21/2025,Debit,119780.45,IMPS
T004096,A00619,1/11/2024,Debit,243722.97,IMPS
T004097,A00629,11/11/2023,Debit,93050.1,NEFT
T004098,A01029,4/18/2025,Credit,173424.01,ATM
T004099,A00256,3/4/2024,Credit,438622.65,NEFT
T004100,A01023,2/3/2024,Debit,50720.87,UPI
T004101,A00934,5/2/2024,Credit,145159.64,IMPS
T004102,A00848,7/31/2024,Credit,196504.4,IMPS
T004103,A00841,12/4/2023,Credit,339453.45,ATM
T004104,A00721,7/10/2025,Credit,21389.41,UPI
T004105,A00722,5/13/2024,Credit,67098.56,ATM
T004106,A01111,10/25/2023,Debit,254078.24,Branch
T004107,A00873,9/16/2023,Credit,120068.1,UPI
T004108,A01072,6/12/2025,Credit,243130.91,Branch
T004109,A00688,12/15/2024,Credit,228522.17,ATM
T004110,A00233,4/1/2024,Debit,427644.63,NEFT
T004111,A00361,11/5/2023,Debit,272396.67,IMPS
T004112,A00940,3/25/2025,Debit,210969.92,Branch
T004113,A00878,12/16/2024,Credit,382878.09,ATM
T004114,A00765,8/26/2025,Credit,189167.34,IMPS
T004115,A00363,3/24/2024,Debit,2442.52,ATM
T004116,A01133,1/7/2024,Credit,457064.88,Branch
T004117,A00334,3/13/2025,Credit,147563.13,ATM
T004118,A01112,7/13/2024,Debit,260667.88,UPI
T004119,A00893,7/6/2024,Debit,188917.72,UPI
T004120,A00782,12/30/2023,Debit,127518.22,UPI
T004121,A00584,7/19/2025,Debit,34437.13,ATM
T004122,A00896,7/15/2024,Credit,352427.21,ATM
T004123,A00581,4/7/2025,Credit,206163.11,IMPS
T004124,A00204,1/19/2024,Debit,17577.47,IMPS
T004125,A00180,10/7/2024,Debit,52511.07,Branch
T004126,A00213,1/1/2024,Credit,499588.07,IMPS
T004127,A00184,9/18/2024,Debit,230967.41,ATM
T004128,A00034,5/14/2025,Debit,474399.97,IMPS
T004129,A00843,3/2/2024,Credit,317339.54,IMPS
T004130,A00213,6/23/2024,Credit,102448.38,IMPS
T004131,A01017,9/5/2024,Credit,267753.06,UPI
T004132,A01116,12/18/2023,Credit,409085.83,NEFT
T004133,A00205,5/5/2025,Debit,459531.15,UPI
T004134,A00910,6/24/2024,Debit,204856.41,UPI
T004135,A01031,8/27/2025,Credit,132873.93,UPI
T004136,A01191,6/14/2024,Debit,487658.92,UPI
T004137,A00067,5/22/2025,Debit,481670.95,IMPS
T004138,A00594,12/2/2023,Debit,18832.96,ATM
T004139,A00862,1/6/2025,Credit,334672.48,Branch
T004140,A00434,4/3/2025,Credit,273476.78,NEFT
T004141,A00457,5/16/2024,Credit,67770.92,Branch
T004142,A00932,12/4/2023,Debit,490066.59,UPI
T004143,A01130,5/27/2024,Credit,4235.45,ATM
T004144,A00781,3/14/2024,Debit,71440.69,UPI
T004145,A00235,2/16/2025,Credit,209907.24,IMPS
T004146,A00401,5/12/2024,Credit,211168.12,Branch
T004147,A00962,8/2/2025,Credit,466820.1,NEFT
T004148,A00255,11/19/2023,Debit,254604.15,Branch
T004149,A00719,12/12/2024,Credit,51314.05,NEFT
T004150,A00951,8/18/2024,Credit,316916.63,IMPS
T004151,A00846,6/18/2024,Debit,338248.46,UPI
T004152,A00811,8/14/2025,Credit,226698.49,IMPS
T004153,A00016,11/19/2023,Debit,264481.39,ATM
T004154,A00768,9/6/2025,Credit,289547.91,ATM
T004155,A00459,8/28/2025,Credit,296029.64,NEFT
T004156,A01040,1/23/2025,Credit,397144.04,UPI
T004157,A00581,6/1/2024,Debit,463289.85,Branch
